Date,Rainfall_mm,Temp_Max_C,Temp_Min_C,District
2004-07-07,2.5,34.3,27.1,WEST GODAVARI
2004-07-08,6.6,32.6,26.4,WEST GODAVARI
2004-07-09,5.0,32.2,25.6,WEST GODAVARI
2004-07-10,6.7,31.7,25.0,WEST GODAVARI
2004-07-11,19.9,31.2,25.8,WEST GODAVARI
2004-07-12,8.1,29.8,25.4,WEST GODAVARI
2004-07-13,12.3,29.4,24.6,WEST GODAVARI
2004-07-14,22.5,26.3,24.5,WEST GODAVARI
2004-07-15,34.8,27.0,24.5,WEST GODAVARI
2004-07-16,1.0,31.0,25.2,WEST GODAVARI
2004-07-17,1.1,31.9,27.0,WEST GODAVARI
2004-07-18,0.0,32.4,27.4,WEST GODAVARI
2004-07-19,1.9,32.6,26.5,WEST GODAVARI
2004-07-20,0.1,33.8,27.3,WEST GODAVARI
2004-07-21,0.0,33.8,27.6,WEST GODAVARI
2004-07-22,10.1,30.6,26.2,WEST GODAVARI
2004-07-23,6.0,30.4,25.1,WEST GODAVARI
2004-07-24,0.2,30.9,25.5,WEST GODAVARI
2004-07-25,8.8,31.0,25.0,WEST GODAVARI
2004-07-26,4.2,29.0,25.3,WEST GODAVARI
2004-07-27,8.2,29.0,24.8,WEST GODAVARI
2004-07-28,7.2,30.5,25.5,WEST GODAVARI
2004-07-29,28.2,28.1,25.0,WEST GODAVARI
2004-07-30,0.0,31.5,25.8,WEST GODAVARI
2004-07-31,0.2,32.3,26.0,WEST GODAVARI
2004-08-01,0.0,31.1,26.5,WEST GODAVARI
2004-08-02,9.1,29.4,25.6,WEST GODAVARI
2004-08-03,10.7,27.5,24.9,WEST GODAVARI
2004-08-04,24.9,26.6,24.7,WEST GODAVARI
2004-08-05,1.7,30.4,25.2,WEST GODAVARI
2004-08-06,0.0,31.8,26.8,WEST GODAVARI
2004-08-07,0.5,31.6,27.0,WEST GODAVARI
2004-08-08,0.0,32.3,27.1,WEST GODAVARI
2004-08-09,0.0,31.5,26.9,WEST GODAVARI
2004-08-10,0.7,32.1,27.5,WEST GODAVARI
2004-08-11,0.4,31.1,27.0,WEST GODAVARI
2004-08-12,0.0,31.5,27.2,WEST GODAVARI
2004-08-13,2.4,31.1,25.5,WEST GODAVARI
2004-08-14,0.0,32.2,26.9,WEST GODAVARI
2004-08-15,0.0,31.9,27.0,WEST GODAVARI
2004-08-16,0.0,32.0,27.1,WEST GODAVARI
2004-08-17,0.6,32.7,26.1,WEST GODAVARI
2004-08-18,0.5,33.7,27.5,WEST GODAVARI
2004-08-19,0.0,33.2,28.1,WEST GODAVARI
2004-08-20,7.5,30.2,25.9,WEST GODAVARI
2004-08-21,16.1,28.3,25.0,WEST GODAVARI
2004-08-22,1.1,31.7,26.4,WEST GODAVARI
2004-08-23,0.4,32.8,26.2,WEST GODAVARI
2004-08-24,0.0,33.2,27.4,WEST GODAVARI
2004-08-25,0.0,33.2,27.5,WEST GODAVARI
2004-08-26,1.5,33.2,27.2,WEST GODAVARI
2004-08-27,0.0,32.9,27.0,WEST GODAVARI
2004-08-28,0.0,32.4,25.6,WEST GODAVARI
2004-08-29,0.4,32.8,26.4,WEST GODAVARI
2004-08-30,0.0,33.6,25.5,WEST GODAVARI
2004-08-31,0.0,33.0,25.5,WEST GODAVARI
2004-09-01,0.0,33.7,26.0,WEST GODAVARI
2004-09-02,0.0,34.2,25.2,WEST GODAVARI
2004-09-03,1.1,34.0,27.6,WEST GODAVARI
2004-09-04,1.1,32.2,26.2,WEST GODAVARI
2004-09-05,14.5,29.6,25.0,WEST GODAVARI
2004-09-06,7.5,28.1,24.4,WEST GODAVARI
2004-09-07,4.9,29.6,24.9,WEST GODAVARI
2004-09-08,9.2,31.4,25.5,WEST GODAVARI
2004-09-09,2.6,30.7,26.8,WEST GODAVARI
2004-09-10,4.3,28.9,24.9,WEST GODAVARI
2004-09-11,1.3,30.1,24.6,WEST GODAVARI
2004-09-12,0.0,32.3,25.5,WEST GODAVARI
2004-09-13,0.1,32.9,26.5,WEST GODAVARI
2004-09-14,0.1,33.0,27.1,WEST GODAVARI
2004-09-15,2.0,32.9,26.5,WEST GODAVARI
2004-09-16,1.1,33.7,26.3,WEST GODAVARI
2004-09-17,0.0,33.7,26.0,WEST GODAVARI
2004-09-18,4.4,32.8,26.8,WEST GODAVARI
2004-09-19,3.3,32.0,25.5,WEST GODAVARI
2004-09-20,8.6,30.4,25.1,WEST GODAVARI
2004-09-21,11.0,30.0,24.5,WEST GODAVARI
2004-09-22,7.0,29.5,24.7,WEST GODAVARI
2004-09-23,3.4,30.8,24.8,WEST GODAVARI
2004-09-24,5.2,30.2,25.0,WEST GODAVARI
2004-09-25,4.4,29.6,25.0,WEST GODAVARI
2004-09-26,4.4,30.8,24.4,WEST GODAVARI
2004-09-27,1.2,31.2,25.1,WEST GODAVARI
2004-09-28,0.9,30.2,25.1,WEST GODAVARI
2004-09-29,2.1,31.0,25.0,WEST GODAVARI
2004-09-30,1.5,31.7,24.6,WEST GODAVARI
2004-10-01,9.0,32.3,24.9,WEST GODAVARI
2004-10-02,10.6,30.2,24.6,WEST GODAVARI
2004-10-03,61.0,26.2,24.5,WEST GODAVARI
2004-10-04,22.4,28.1,24.1,WEST GODAVARI
2004-10-05,19.9,29.0,24.0,WEST GODAVARI
2004-10-06,5.9,31.2,24.9,WEST GODAVARI
2004-10-07,6.2,31.2,25.6,WEST GODAVARI
2004-10-08,3.3,31.1,25.8,WEST GODAVARI
2004-10-09,22.8,30.0,24.5,WEST GODAVARI
2004-10-10,5.3,30.4,24.5,WEST GODAVARI
2004-10-11,1.8,30.2,24.9,WEST GODAVARI
2004-10-12,7.2,29.9,24.6,WEST GODAVARI
2004-10-13,0.7,30.6,24.9,WEST GODAVARI
2004-10-14,1.6,30.7,24.5,WEST GODAVARI
2004-10-15,4.3,30.2,24.6,WEST GODAVARI
2004-10-16,9.3,29.3,24.6,WEST GODAVARI
2004-10-17,2.6,29.7,24.2,WEST GODAVARI
2004-10-18,0.0,29.9,24.1,WEST GODAVARI
2004-10-19,0.0,29.2,23.1,WEST GODAVARI
2004-10-20,0.0,30.3,22.5,WEST GODAVARI
2004-10-21,5.3,29.7,24.5,WEST GODAVARI
2004-10-22,0.5,30.3,24.6,WEST GODAVARI
2004-10-23,0.6,30.2,24.2,WEST GODAVARI
2004-10-24,1.0,30.0,24.2,WEST GODAVARI
2004-10-25,0.3,29.8,24.0,WEST GODAVARI
2004-10-26,0.6,29.8,24.3,WEST GODAVARI
2004-10-27,0.0,30.2,23.9,WEST GODAVARI
2004-10-28,0.3,29.7,23.3,WEST GODAVARI
2004-10-29,2.5,27.5,24.0,WEST GODAVARI
2004-10-30,11.5,26.1,23.1,WEST GODAVARI
2004-10-31,2.0,27.5,23.4,WEST GODAVARI
2004-11-01,0.1,27.8,24.0,WEST GODAVARI
2004-11-02,0.4,29.7,23.0,WEST GODAVARI
2004-11-03,0.0,29.5,22.7,WEST GODAVARI
2004-11-04,0.0,28.7,20.3,WEST GODAVARI
2004-11-05,0.0,28.1,20.5,WEST GODAVARI
2004-11-06,11.3,24.1,22.4,WEST GODAVARI
2004-11-07,5.7,26.6,22.8,WEST GODAVARI
2004-11-08,0.3,28.4,23.6,WEST GODAVARI
2004-11-09,0.8,29.4,23.4,WEST GODAVARI
2004-11-10,0.2,29.3,22.9,WEST GODAVARI
2004-11-11,0.0,29.5,22.9,WEST GODAVARI
2004-11-12,0.0,29.2,22.8,WEST GODAVARI
2004-11-13,0.0,29.4,22.0,WEST GODAVARI
2004-11-14,0.0,29.6,21.6,WEST GODAVARI
2004-11-15,0.0,29.9,21.1,WEST GODAVARI
2004-11-16,0.3,29.2,22.9,WEST GODAVARI
2004-11-17,0.4,29.2,22.9,WEST GODAVARI
2004-11-18,0.0,29.7,20.2,WEST GODAVARI
2004-11-19,0.0,29.6,20.0,WEST GODAVARI
2004-11-20,0.0,29.9,19.4,WEST GODAVARI
2004-11-21,0.0,29.4,19.9,WEST GODAVARI
2004-11-22,0.0,28.9,20.1,WEST GODAVARI
2004-11-23,0.0,29.6,19.5,WEST GODAVARI
2004-11-24,0.0,29.2,19.7,WEST GODAVARI
2004-11-25,0.0,29.3,20.7,WEST GODAVARI
2004-11-26,0.0,29.5,21.7,WEST GODAVARI
2004-11-27,0.0,29.9,21.5,WEST GODAVARI
2004-11-28,0.0,30.0,20.9,WEST GODAVARI
2004-11-29,0.0,30.0,20.5,WEST GODAVARI
2004-11-30,0.0,29.5,19.3,WEST GODAVARI
2004-12-01,0.0,29.6,19.2,WEST GODAVARI
2004-12-02,0.0,30.3,20.7,WEST GODAVARI
2004-12-03,0.0,29.7,21.1,WEST GODAVARI
2004-12-04,0.0,29.4,19.1,WEST GODAVARI
2004-12-05,0.0,29.3,17.8,WEST GODAVARI
2004-12-06,0.0,28.8,17.2,WEST GODAVARI
2004-12-07,0.0,29.3,18.0,WEST GODAVARI
2004-12-08,0.0,29.2,20.6,WEST GODAVARI
2004-12-09,0.0,29.4,19.5,WEST GODAVARI
2004-12-10,0.0,28.4,20.1,WEST GODAVARI
2004-12-11,0.0,28.4,20.4,WEST GODAVARI
2004-12-12,0.0,29.1,20.6,WEST GODAVARI
2004-12-13,0.0,29.4,20.4,WEST GODAVARI
2004-12-14,0.0,29.3,19.6,WEST GODAVARI
2004-12-15,0.0,29.4,19.1,WEST GODAVARI
2004-12-16,0.0,29.5,19.5,WEST GODAVARI
2004-12-17,0.0,29.2,19.3,WEST GODAVARI
2004-12-18,0.0,29.7,18.9,WEST GODAVARI
2004-12-19,0.0,28.5,19.5,WEST GODAVARI
2004-12-20,0.0,29.4,20.8,WEST GODAVARI
2004-12-21,0.0,29.2,19.2,WEST GODAVARI
2004-12-22,0.0,29.2,19.1,WEST GODAVARI
2004-12-23,0.0,29.7,17.9,WEST GODAVARI
2004-12-24,0.0,29.9,19.0,WEST GODAVARI
2004-12-25,0.0,29.3,20.5,WEST GODAVARI
2004-12-26,0.0,29.4,19.5,WEST GODAVARI
2004-12-27,0.1,28.2,19.8,WEST GODAVARI
2004-12-28,0.3,28.0,21.3,WEST GODAVARI
2004-12-29,0.0,28.5,20.0,WEST GODAVARI
2004-12-30,0.0,28.9,17.9,WEST GODAVARI
2004-12-31,0.0,28.7,18.5,WEST GODAVARI
2005-01-01,0.0,28.2,18.6,WEST GODAVARI
2005-01-02,0.0,27.8,17.8,WEST GODAVARI
2005-01-03,0.0,28.6,18.7,WEST GODAVARI
2005-01-04,0.0,29.8,20.5,WEST GODAVARI
2005-01-05,0.0,29.5,19.4,WEST GODAVARI
2005-01-06,0.0,29.9,19.8,WEST GODAVARI
2005-01-07,0.0,29.8,19.9,WEST GODAVARI
2005-01-08,0.0,29.2,19.8,WEST GODAVARI
2005-01-09,0.0,29.8,19.2,WEST GODAVARI
2005-01-10,0.0,29.1,21.2,WEST GODAVARI
2005-01-11,0.0,29.2,20.8,WEST GODAVARI
2005-01-12,0.0,32.0,18.4,WEST GODAVARI
2005-01-13,0.1,29.0,19.9,WEST GODAVARI
2005-01-14,0.0,29.6,19.1,WEST GODAVARI
2005-01-15,0.0,29.6,19.0,WEST GODAVARI
2005-01-16,0.0,27.8,18.4,WEST GODAVARI
2005-01-17,0.0,28.4,18.3,WEST GODAVARI
2005-01-18,0.0,29.3,19.3,WEST GODAVARI
2005-01-19,0.5,28.8,20.2,WEST GODAVARI
2005-01-20,0.0,29.4,20.2,WEST GODAVARI
2005-01-21,0.7,28.5,21.3,WEST GODAVARI
2005-01-22,0.1,28.0,21.6,WEST GODAVARI
2005-01-23,0.0,29.1,22.1,WEST GODAVARI
2005-01-24,0.0,29.9,20.5,WEST GODAVARI
2005-01-25,0.7,29.3,21.5,WEST GODAVARI
2005-01-26,0.5,28.8,22.4,WEST GODAVARI
2005-01-27,0.0,28.9,22.2,WEST GODAVARI
2005-01-28,0.0,29.0,22.4,WEST GODAVARI
2005-01-29,0.0,29.1,20.7,WEST GODAVARI
2005-01-30,0.0,29.2,22.1,WEST GODAVARI
2005-01-31,0.3,28.4,22.9,WEST GODAVARI
2005-02-01,0.5,28.3,22.0,WEST GODAVARI
2005-02-02,0.7,28.5,21.4,WEST GODAVARI
2005-02-03,0.0,29.0,21.3,WEST GODAVARI
2005-02-04,0.0,29.5,21.0,WEST GODAVARI
2005-02-05,0.0,30.2,20.4,WEST GODAVARI
2005-02-06,0.0,30.3,19.5,WEST GODAVARI
2005-02-07,0.0,30.4,19.1,WEST GODAVARI
2005-02-08,0.0,30.5,18.2,WEST GODAVARI
2005-02-09,0.0,32.7,17.5,WEST GODAVARI
2005-02-10,0.0,33.3,19.4,WEST GODAVARI
2005-02-11,0.0,33.5,19.6,WEST GODAVARI
2005-02-12,0.0,32.8,20.6,WEST GODAVARI
2005-02-13,0.0,35.0,19.2,WEST GODAVARI
2005-02-14,0.0,35.2,20.0,WEST GODAVARI
2005-02-15,0.0,35.0,20.6,WEST GODAVARI
2005-02-16,0.0,34.2,22.1,WEST GODAVARI
2005-02-17,0.0,32.3,22.5,WEST GODAVARI
2005-02-18,0.0,32.0,23.1,WEST GODAVARI
2005-02-19,0.0,31.9,22.0,WEST GODAVARI
2005-02-20,0.0,31.5,21.1,WEST GODAVARI
2005-02-21,0.0,30.7,21.4,WEST GODAVARI
2005-02-22,0.0,30.6,20.1,WEST GODAVARI
2005-02-23,0.0,31.5,21.2,WEST GODAVARI
2005-02-24,0.0,33.5,23.6,WEST GODAVARI
2005-02-25,0.0,33.3,23.8,WEST GODAVARI
2005-02-26,0.0,34.4,24.0,WEST GODAVARI
2005-02-27,0.0,34.3,23.0,WEST GODAVARI
2005-02-28,0.0,33.6,22.6,WEST GODAVARI
2005-03-01,0.0,33.7,22.9,WEST GODAVARI
2005-03-02,0.0,34.0,22.3,WEST GODAVARI
2005-03-03,0.0,33.8,22.2,WEST GODAVARI
2005-03-04,0.0,32.5,22.5,WEST GODAVARI
2005-03-05,0.0,32.5,22.7,WEST GODAVARI
2005-03-06,0.0,31.5,22.2,WEST GODAVARI
2005-03-07,0.0,31.9,22.4,WEST GODAVARI
2005-03-08,0.0,32.1,22.5,WEST GODAVARI
2005-03-09,0.0,33.3,21.5,WEST GODAVARI
2005-03-10,0.0,33.7,24.1,WEST GODAVARI
2005-03-11,0.0,33.3,23.8,WEST GODAVARI
2005-03-12,0.0,32.5,24.4,WEST GODAVARI
2005-03-13,3.0,31.9,24.3,WEST GODAVARI
2005-03-14,0.2,32.5,23.1,WEST GODAVARI
2005-03-15,0.2,33.2,24.4,WEST GODAVARI
2005-03-16,0.0,32.8,23.8,WEST GODAVARI
2005-03-17,0.0,33.4,23.6,WEST GODAVARI
2005-03-18,0.0,33.4,23.6,WEST GODAVARI
2005-03-19,0.0,34.2,23.9,WEST GODAVARI
2005-03-20,0.0,34.5,23.5,WEST GODAVARI
2005-03-21,0.0,34.2,23.8,WEST GODAVARI
2005-03-22,0.0,33.4,24.3,WEST GODAVARI
2005-03-23,0.0,33.2,25.5,WEST GODAVARI
2005-03-24,1.3,32.5,26.5,WEST GODAVARI
2005-03-25,2.3,34.0,25.6,WEST GODAVARI
2005-03-26,0.6,35.3,26.2,WEST GODAVARI
2005-03-27,0.6,33.8,26.3,WEST GODAVARI
2005-03-28,0.0,33.3,26.1,WEST GODAVARI
2005-03-29,0.0,33.7,24.4,WEST GODAVARI
2005-03-30,0.0,33.3,24.7,WEST GODAVARI
2005-03-31,0.0,34.1,25.9,WEST GODAVARI
2005-04-01,0.0,33.8,24.9,WEST GODAVARI
2005-04-02,0.0,34.4,25.5,WEST GODAVARI
2005-04-03,0.0,35.0,25.0,WEST GODAVARI
2005-04-04,0.0,35.5,24.1,WEST GODAVARI
2005-04-05,1.3,34.5,26.5,WEST GODAVARI
2005-04-06,0.5,34.1,25.8,WEST GODAVARI
2005-04-07,0.0,34.4,25.0,WEST GODAVARI
2005-04-08,0.0,35.0,25.3,WEST GODAVARI
2005-04-09,0.2,34.2,26.9,WEST GODAVARI
2005-04-10,2.9,33.6,27.5,WEST GODAVARI
2005-04-11,2.9,33.5,27.4,WEST GODAVARI
2005-04-12,0.4,33.8,27.3,WEST GODAVARI
2005-04-13,0.0,35.2,26.9,WEST GODAVARI
2005-04-14,0.0,36.2,26.7,WEST GODAVARI
2005-04-15,0.0,35.5,27.0,WEST GODAVARI
2005-04-16,0.0,36.2,26.1,WEST GODAVARI
2005-04-17,0.0,37.0,27.4,WEST GODAVARI
2005-04-18,0.2,37.0,27.5,WEST GODAVARI
2005-04-19,0.0,34.8,27.5,WEST GODAVARI
2005-04-20,0.0,34.5,27.4,WEST GODAVARI
2005-04-21,0.0,36.6,25.9,WEST GODAVARI
2005-04-22,0.3,36.7,27.2,WEST GODAVARI
2005-04-23,0.0,36.0,27.6,WEST GODAVARI
2005-04-24,0.0,35.7,27.6,WEST GODAVARI
2005-04-25,0.0,35.4,27.6,WEST GODAVARI
2005-04-26,0.2,34.8,27.0,WEST GODAVARI
2005-04-27,0.0,36.0,27.8,WEST GODAVARI
2005-04-28,0.7,37.2,27.8,WEST GODAVARI
2005-04-29,0.0,35.6,28.8,WEST GODAVARI
2005-04-30,2.1,33.2,27.8,WEST GODAVARI
2005-05-01,1.2,33.3,28.0,WEST GODAVARI
2005-05-02,8.6,32.6,26.5,WEST GODAVARI
2005-05-03,1.5,32.0,27.2,WEST GODAVARI
2005-05-04,0.0,34.1,26.4,WEST GODAVARI
2005-05-05,2.1,34.6,25.8,WEST GODAVARI
2005-05-06,1.1,33.2,27.2,WEST GODAVARI
2005-05-07,0.0,35.3,28.0,WEST GODAVARI
2005-05-08,0.0,37.3,28.5,WEST GODAVARI
2005-05-09,0.1,39.1,29.5,WEST GODAVARI
2005-05-10,0.0,40.8,30.1,WEST GODAVARI
2005-05-11,0.0,41.2,29.6,WEST GODAVARI
2005-05-12,0.0,39.4,29.0,WEST GODAVARI
2005-05-13,0.0,39.2,29.2,WEST GODAVARI
2005-05-14,0.0,39.7,29.4,WEST GODAVARI
2005-05-15,0.0,38.8,29.1,WEST GODAVARI
2005-05-16,0.0,37.6,29.1,WEST GODAVARI
2005-05-17,0.0,37.0,29.0,WEST GODAVARI
2005-05-18,0.0,36.5,29.0,WEST GODAVARI
2005-05-19,0.0,35.7,28.8,WEST GODAVARI
2005-05-20,0.0,35.4,28.4,WEST GODAVARI
2005-05-21,0.0,35.5,28.0,WEST GODAVARI
2005-05-22,0.0,36.8,28.3,WEST GODAVARI
2005-05-23,0.0,36.2,28.9,WEST GODAVARI
2005-05-24,0.0,36.8,29.0,WEST GODAVARI
2005-05-25,0.0,39.5,29.3,WEST GODAVARI
2005-05-26,0.0,37.2,29.2,WEST GODAVARI
2005-05-27,0.0,37.4,29.5,WEST GODAVARI
2005-05-28,0.0,36.3,29.0,WEST GODAVARI
2005-05-29,1.5,36.0,28.9,WEST GODAVARI
2005-05-30,3.9,33.0,26.8,WEST GODAVARI
2005-05-31,0.4,34.3,27.4,WEST GODAVARI
2005-06-01,0.0,38.4,29.1,WEST GODAVARI
2005-06-02,4.6,38.0,28.9,WEST GODAVARI
2005-06-03,0.0,40.0,29.5,WEST GODAVARI
2005-06-04,0.0,38.1,30.2,WEST GODAVARI
2005-06-05,0.0,38.0,30.0,WEST GODAVARI
2005-06-06,0.0,38.2,29.9,WEST GODAVARI
2005-06-07,0.7,37.5,29.0,WEST GODAVARI
2005-06-08,0.0,38.7,30.1,WEST GODAVARI
2005-06-09,0.0,39.2,30.0,WEST GODAVARI
2005-06-10,0.0,40.7,29.9,WEST GODAVARI
2005-06-11,0.0,41.8,31.4,WEST GODAVARI
2005-06-12,0.7,42.5,30.9,WEST GODAVARI
2005-06-13,1.6,43.0,31.2,WEST GODAVARI
2005-06-14,0.0,42.0,31.1,WEST GODAVARI
2005-06-15,1.3,42.2,31.0,WEST GODAVARI
2005-06-16,0.3,41.2,31.9,WEST GODAVARI
2005-06-17,1.1,42.1,31.5,WEST GODAVARI
2005-06-18,0.0,39.5,29.8,WEST GODAVARI
2005-06-19,0.0,39.7,31.1,WEST GODAVARI
2005-06-20,0.7,39.2,30.0,WEST GODAVARI
2005-06-21,14.7,34.2,27.0,WEST GODAVARI
2005-06-22,12.7,30.7,26.1,WEST GODAVARI
2005-06-23,0.0,35.0,27.5,WEST GODAVARI
2005-06-24,5.4,35.5,27.8,WEST GODAVARI
2005-06-25,11.7,31.5,26.4,WEST GODAVARI
2005-06-26,6.4,32.0,25.8,WEST GODAVARI
2005-06-27,6.3,33.2,25.5,WEST GODAVARI
2005-06-28,8.8,30.4,25.5,WEST GODAVARI
2005-06-29,0.0,33.4,27.2,WEST GODAVARI
2005-06-30,1.6,33.2,26.2,WEST GODAVARI
2005-07-01,0.0,34.1,26.4,WEST GODAVARI
2005-07-02,0.3,34.2,28.5,WEST GODAVARI
2005-07-03,0.2,35.5,28.2,WEST GODAVARI
2005-07-04,0.8,35.2,27.4,WEST GODAVARI
2005-07-05,0.1,34.2,28.0,WEST GODAVARI
2005-07-06,0.0,33.8,27.6,WEST GODAVARI
2005-07-07,1.2,32.3,27.6,WEST GODAVARI
2005-07-08,36.8,27.5,25.5,WEST GODAVARI
2005-07-09,17.6,29.2,24.5,WEST GODAVARI
2005-07-10,0.0,31.2,24.8,WEST GODAVARI
2005-07-11,0.0,32.8,26.8,WEST GODAVARI
2005-07-12,0.0,33.7,27.1,WEST GODAVARI
2005-07-13,7.0,32.5,26.2,WEST GODAVARI
2005-07-14,5.9,32.2,26.1,WEST GODAVARI
2005-07-15,5.2,31.2,25.4,WEST GODAVARI
2005-07-16,4.2,30.5,25.7,WEST GODAVARI
2005-07-17,5.3,31.1,25.2,WEST GODAVARI
2005-07-18,1.6,31.5,25.9,WEST GODAVARI
2005-07-19,11.4,31.6,25.2,WEST GODAVARI
2005-07-20,13.2,32.2,25.9,WEST GODAVARI
2005-07-21,6.9,31.9,26.0,WEST GODAVARI
2005-07-22,10.8,30.0,25.9,WEST GODAVARI
2005-07-23,15.4,26.3,25.5,WEST GODAVARI
2005-07-24,15.3,26.6,24.5,WEST GODAVARI
2005-07-25,13.8,29.2,24.9,WEST GODAVARI
2005-07-26,4.5,29.0,24.9,WEST GODAVARI
2005-07-27,2.7,30.6,26.5,WEST GODAVARI
2005-07-28,4.1,31.6,26.9,WEST GODAVARI
2005-07-29,0.0,32.0,27.2,WEST GODAVARI
2005-07-30,0.4,31.7,27.5,WEST GODAVARI
2005-07-31,0.0,31.9,27.4,WEST GODAVARI
2005-08-01,0.0,31.4,27.5,WEST GODAVARI
2005-08-02,2.0,30.5,26.6,WEST GODAVARI
2005-08-03,0.0,32.0,26.5,WEST GODAVARI
2005-08-04,4.4,30.1,25.1,WEST GODAVARI
2005-08-05,0.0,30.8,26.2,WEST GODAVARI
2005-08-06,0.1,32.8,26.8,WEST GODAVARI
2005-08-07,5.2,31.3,26.0,WEST GODAVARI
2005-08-08,30.0,26.8,25.1,WEST GODAVARI
2005-08-09,12.0,30.6,25.4,WEST GODAVARI
2005-08-10,2.5,32.8,26.3,WEST GODAVARI
2005-08-11,0.3,32.0,26.0,WEST GODAVARI
2005-08-12,0.0,32.2,26.8,WEST GODAVARI
2005-08-13,0.0,32.5,25.9,WEST GODAVARI
2005-08-14,3.8,31.5,26.9,WEST GODAVARI
2005-08-15,15.5,29.5,25.5,WEST GODAVARI
2005-08-16,24.9,29.1,24.6,WEST GODAVARI
2005-08-17,0.0,31.6,25.6,WEST GODAVARI
2005-08-18,1.0,31.9,27.0,WEST GODAVARI
2005-08-19,0.0,30.5,27.4,WEST GODAVARI
2005-08-20,0.3,31.5,26.5,WEST GODAVARI
2005-08-21,0.0,31.8,26.7,WEST GODAVARI
2005-08-22,0.1,31.4,26.5,WEST GODAVARI
2005-08-23,1.0,31.9,27.0,WEST GODAVARI
2005-08-24,0.4,32.3,27.0,WEST GODAVARI
2005-08-25,1.0,33.0,26.5,WEST GODAVARI
2005-08-26,0.2,33.1,26.9,WEST GODAVARI
2005-08-27,0.6,32.5,26.3,WEST GODAVARI
2005-08-28,4.9,31.2,26.5,WEST GODAVARI
2005-08-29,2.8,33.0,27.0,WEST GODAVARI
2005-08-30,2.4,31.7,26.6,WEST GODAVARI
2005-08-31,5.2,32.1,27.0,WEST GODAVARI
2005-09-01,19.1,33.9,25.6,WEST GODAVARI
2005-09-02,10.7,32.2,25.7,WEST GODAVARI
2005-09-03,14.0,30.8,25.5,WEST GODAVARI
2005-09-04,9.3,30.5,25.6,WEST GODAVARI
2005-09-05,15.1,31.0,25.5,WEST GODAVARI
2005-09-06,11.4,31.3,25.4,WEST GODAVARI
2005-09-07,11.0,30.1,25.1,WEST GODAVARI
2005-09-08,9.5,28.3,24.8,WEST GODAVARI
2005-09-09,6.7,29.1,25.1,WEST GODAVARI
2005-09-10,20.8,26.8,25.0,WEST GODAVARI
2005-09-11,30.1,26.5,25.2,WEST GODAVARI
2005-09-12,5.9,27.6,25.5,WEST GODAVARI
2005-09-13,6.3,29.8,25.5,WEST GODAVARI
2005-09-14,0.5,31.3,26.8,WEST GODAVARI
2005-09-15,0.4,31.0,26.9,WEST GODAVARI
2005-09-16,0.2,31.3,27.0,WEST GODAVARI
2005-09-17,0.2,32.3,26.1,WEST GODAVARI
2005-09-18,0.0,30.9,26.8,WEST GODAVARI
2005-09-19,96.0,26.8,24.0,WEST GODAVARI
2005-09-20,99.6,26.2,24.5,WEST GODAVARI
2005-09-21,0.4,29.9,25.8,WEST GODAVARI
2005-09-22,1.0,30.6,26.5,WEST GODAVARI
2005-09-23,2.2,30.1,26.3,WEST GODAVARI
2005-09-24,2.3,31.2,25.7,WEST GODAVARI
2005-09-25,0.1,31.2,26.2,WEST GODAVARI
2005-09-26,0.0,32.0,25.4,WEST GODAVARI
2005-09-27,0.0,32.4,25.6,WEST GODAVARI
2005-09-28,2.9,31.6,25.6,WEST GODAVARI
2005-09-29,20.0,27.4,25.1,WEST GODAVARI
2005-09-30,3.2,31.0,25.5,WEST GODAVARI
2005-10-01,0.0,31.0,25.4,WEST GODAVARI
2005-10-02,0.0,32.8,26.0,WEST GODAVARI
2005-10-03,0.0,33.2,26.1,WEST GODAVARI
2005-10-04,0.0,33.1,25.9,WEST GODAVARI
2005-10-05,1.3,31.9,26.4,WEST GODAVARI
2005-10-06,7.9,30.5,24.6,WEST GODAVARI
2005-10-07,2.2,30.6,24.5,WEST GODAVARI
2005-10-08,2.1,31.2,24.6,WEST GODAVARI
2005-10-09,1.4,30.9,25.2,WEST GODAVARI
2005-10-10,3.1,30.2,25.5,WEST GODAVARI
2005-10-11,6.4,30.4,24.9,WEST GODAVARI
2005-10-12,10.7,28.8,25.0,WEST GODAVARI
2005-10-13,14.8,27.9,24.8,WEST GODAVARI
2005-10-14,17.3,26.5,24.7,WEST GODAVARI
2005-10-15,9.3,28.0,24.0,WEST GODAVARI
2005-10-16,6.4,29.3,24.5,WEST GODAVARI
2005-10-17,4.3,29.9,24.2,WEST GODAVARI
2005-10-18,10.5,28.9,24.2,WEST GODAVARI
2005-10-19,8.7,28.1,23.9,WEST GODAVARI
2005-10-20,5.1,29.5,23.6,WEST GODAVARI
2005-10-21,14.2,29.0,24.0,WEST GODAVARI
2005-10-22,9.0,28.0,24.1,WEST GODAVARI
2005-10-23,16.2,28.8,24.1,WEST GODAVARI
2005-10-24,9.0,29.0,24.1,WEST GODAVARI
2005-10-25,7.1,29.4,23.9,WEST GODAVARI
2005-10-26,2.3,29.6,24.2,WEST GODAVARI
2005-10-27,6.5,27.8,24.6,WEST GODAVARI
2005-10-28,8.3,27.4,24.8,WEST GODAVARI
2005-10-29,7.0,28.0,25.0,WEST GODAVARI
2005-10-30,7.1,28.9,24.5,WEST GODAVARI
